,대학이름,대학이름(번호),부서이름,부서이름(번호),강좌번호,강좌총수,학수번호,학수번호(분반),과목명,교수,총학수번호,1학년(신청),1학년(총),2학년(신청),2학년(총),3학년(신청),3학년(총),4학년(신청),4학년(총),교환학생(신청),교환학생(총),대학원생(신청),대학원생(총),전체(신청),전체(총)
849,문과대학,0143,중문,0155,12,24,CHIN311,00, 중국어의이해I,권혁준,CHIN311-00,1,-,8,-,28,-,18,-,0,2,0,-,55,40 + 2
850,문과대학,0143,중문,0155,13,24,CHIN327,00, 중국고전강독I,정욱진,CHIN327-00,0,-,7,-,23,-,12,-,0,2,0,-,42,40 + 2
851,문과대학,0143,중문,0155,14,24,CHIN329,00, 중국고전시가I,양은선,CHIN329-00,0,-,6,-,28,-,24,-,0,2,0,-,58,40 + 2
852,문과대학,0143,중문,0155,15,24,CHIN331,00, 중국현대소설,고점복,CHIN331-00,1,-,7,-,26,-,25,-,2,2,0,-,61,40 + 2
853,문과대학,0143,중문,0155,16,24,CHIN341,00, 중국고전소설I(외국어강의),조동매,CHIN341-00,3,-,5,-,13,-,24,-,0,2,0,-,45,40 + 2
854,문과대학,0143,중문,0155,17,24,CHIN383,00, 중국의공연예술,송정화,CHIN383-00,0,-,13,-,13,-,10,-,2,2,0,-,38,40 + 2
855,문과대학,0143,중문,0155,18,24,CHIN394,00, 인물로보는중국문화,한운진,CHIN394-00,0,-,7,-,21,-,20,-,2,2,0,-,50,40 + 2
856,문과대학,0143,중문,0155,19,24,CHIN397,00, 중국인문지리,김지선,CHIN397-00,0,-,3,-,31,-,59,-,1,2,0,-,94,40 + 2
857,문과대학,0143,중문,0155,20,24,CHIN411,00, 중국어사Ⅰ,권혁준,CHIN411-00,0,-,5,-,18,-,17,-,0,2,0,-,40,40 + 2
858,문과대학,0143,중문,0155,21,24,CHIN451,00, 중국어세미나I(외국어강의),조동매,CHIN451-00,1,-,5,-,18,-,12,-,2,2,0,-,38,40 + 2
859,문과대학,0143,중문,0155,22,24,CHIN481,00, 중국현대문학비평,고점복,CHIN481-00,0,-,14,-,25,-,15,-,0,2,0,-,54,40 + 2
860,문과대학,0143,중문,0155,23,24,CHIN485,00, 중국문학과영상문화,장동천,CHIN485-00,0,0,11,10,16,10,35,20,0,2,0,-,62,40 + 2
861,문과대학,0143,중문,0155,24,24,CHIN489,00, 중국어교과교육론(외국어강의),조동매,CHIN489-00,0,-,3,-,5,-,18,-,1,1,0,-,27,30 + 1
862,문과대학,0143,철학,0147,1,14,PHIL192,00, 동양철학개론,김형찬,PHIL192-00,3,-,6,-,5,-,8,-,0,2,0,-,22,50 + 2
863,문과대학,0143,철학,0147,2,14,PHIL331,00, 중국선진철학,이승환,PHIL331-00,1,-,11,-,11,-,14,-,0,3,0,-,37,67 + 3
864,문과대학,0143,철학,0147,3,14,PHIL345,00, 독일고전철학,이석배,PHIL345-00,1,-,10,-,26,-,15,-,0,1,0,-,52,34 + 1
865,문과대학,0143,철학,0147,4,14,PHIL351,00, 심리철학,하종호,PHIL351-00,0,0,27,25,21,20,17,10,0,0,0,-,65,55 + 0
866,문과대학,0143,철학,0147,5,14,PHIL353,00, 철학적인간학,김창래,PHIL353-00,2,-,40,-,37,-,31,-,1,3,0,-,111,67 + 3
867,문과대학,0143,철학,0147,6,14,PHIL356,00, 과학철학,,PHIL356-00,0,-,3,-,9,-,14,-,1,2,0,-,27,48 + 2
868,문과대학,0143,철학,0147,7,14,PHIL358,00, 미학,,PHIL358-00,1,-,12,-,18,-,17,-,0,2,0,-,48,48 + 2
869,문과대학,0143,철학,0147,8,14,PHIL375,00, 논리철학,정인교,PHIL375-00,2,-,22,-,31,-,25,-,1,2,0,-,81,50 + 2
870,문과대학,0143,철학,0147,9,14,PHIL389,00, 종교철학,하종호,PHIL389-00,4,0,7,7,10,6,12,3,0,0,0,-,33,16 + 0
871,문과대학,0143,철학,0147,10,14,PHIL394,00, 응용윤리학(영강),성창원,PHIL394-00,1,0,2,15,7,15,11,10,8,6,0,-,29,40 + 6
872,문과대학,0143,철학,0147,11,14,PHIL414,00, 불교철학특강,조성택,PHIL414-00,3,-,9,-,14,-,8,-,0,0,0,-,34,0 + 0
873,문과대학,0143,철학,0147,12,14,PHIL448,00, 특정학파의철학연구,이재훈,PHIL448-00,0,-,15,-,16,-,15,-,2,2,0,-,48,48 + 2
874,문과대학,0143,철학,0147,13,14,PHIL449,00, 서양고대철학원전연구,손병석,PHIL449-00,1,-,12,-,11,-,9,-,0,3,0,-,33,62 + 3
875,문과대학,0143,철학,0147,14,14,PHIL458,00, 철학교과논리및논술,정창호,PHIL458-00,2,-,21,-,14,-,14,-,0,2,0,-,51,48 + 2
876,문과대학,0143,통일국제,6463,1,1,UNIP201,00, 통일과국제평화입문,"박상수,허은 김용현,한운석",UNIP201-00,0,-,1,-,4,-,7,-,0,2,0,-,12,48 + 2
877,문과대학,0143,한국사,0148,1,15,HOKA003,00, 무제강좌(영강),Leighanne Kimberly Yuh,HOKA003-00,0,-,5,-,2,-,0,-,15,7,0,-,22,53 + 7
878,문과대학,0143,한국사,0148,2,15,HOKA005,00, 한국사입문,송규진,HOKA005-00,0,-,2,-,41,-,26,-,3,5,0,-,72,105 + 5
879,문과대학,0143,한국사,0148,3,15,HOKA201,01, 고적조사실습,송양섭,HOKA201-01,0,-,19,-,3,-,0,-,0,1,0,-,22,29 + 1
880,문과대학,0143,한국사,0148,4,15,HOKA201,02, 고적조사실습,유바다,HOKA201-02,0,-,7,-,4,-,4,-,0,1,0,-,15,29 + 1
881,문과대학,0143,한국사,0148,5,15,HOKA203,00, 한국역사입문I,이진한,HOKA203-00,0,-,13,-,35,-,30,-,0,2,0,-,78,48 + 2
882,문과대학,0143,한국사,0148,6,15,HOKA204,00, 한국역사입문II,정병욱,HOKA204-00,1,-,9,-,36,-,50,-,1,1,0,-,97,39 + 1
883,문과대학,0143,한국사,0148,7,15,HOKA211,00, 한국문화의기원,박대재,HOKA211-00,0,-,27,-,16,-,10,-,0,2,0,-,53,48 + 2
884,문과대학,0143,한국사,0148,8,15,HOKA213,00, 고려전기사,오치훈,HOKA213-00,0,-,16,-,9,-,4,-,0,1,0,-,29,29 + 1
885,문과대학,0143,한국사,0148,9,15,HOKA215,00, 조선전기사,강제훈,HOKA215-00,0,-,2,-,7,-,7,-,1,1,0,-,17,29 + 1
886,문과대학,0143,한국사,0148,10,15,HOKA217,00, 한국근대사,유바다,HOKA217-00,0,-,5,-,5,-,2,-,3,1,0,-,15,29 + 1
887,문과대학,0143,한국사,0148,11,15,HOKA219,00, 한국현대사I,윤효정,HOKA219-00,0,-,1,-,4,-,0,-,0,1,0,-,5,29 + 1
888,문과대학,0143,한국사,0148,12,15,HOKA221,00, 한국근현대사료선독,박한민,HOKA221-00,1,-,7,-,12,-,5,-,0,1,0,-,25,29 + 1
889,문과대학,0143,한국사,0148,13,15,HOKA351,00, 고고학개론,정호섭,HOKA351-00,0,-,12,-,20,-,7,-,0,1,0,-,39,29 + 1
890,문과대학,0143,한국사,0148,14,15,HOKA435,00, 한국현대사특강,허은,HOKA435-00,1,-,1,-,16,-,14,-,0,1,0,-,32,29 + 1
891,문과대학,0143,한국사,0148,15,15,HOKA455,00, 한국고중세사연구의쟁점,송양섭,HOKA455-00,0,-,0,-,5,-,1,-,0,1,0,-,6,29 + 1
892,문과대학,0143,한문,0159,1,13,HANM201,00, 맹자읽기I,양원석,HANM201-00,2,-,26,-,11,-,2,-,0,2,0,-,41,40 + 2
893,문과대학,0143,한문,0159,2,13,HANM251,00, 서예의감상과실습I,김동협,HANM251-00,2,-,12,-,23,-,58,-,0,2,0,-,95,40 + 2
894,문과대학,0143,한문,0159,3,13,HANM255,00, 사기열전의역사와인물,김정숙,HANM255-00,0,-,9,-,10,-,12,-,0,2,0,-,31,40 + 2
895,문과대학,0143,한문,0159,4,13,HANM257,00, 한문학과문화유산,임준철,HANM257-00,1,-,2,-,1,-,1,-,0,2,0,-,5,40 + 2
896,문과대학,0143,한문,0159,5,13,HANM259,00, 한시의세계,유호진,HANM259-00,0,-,4,-,12,-,6,-,0,1,0,-,22,30 + 1
897,문과대학,0143,한문,0159,6,13,HANM351,00, 한문학비평의세계,김경,HANM351-00,0,-,3,-,1,-,4,-,0,2,0,-,8,40 + 2
898,문과대학,0143,한문,0159,7,13,HANM361,00, 논어읽기,양원석,HANM361-00,0,-,16,-,27,-,5,-,0,2,0,-,48,40 + 2
899,문과대학,0143,한문,0159,8,13,HANM363,00, 한문교과교재연구및지도법,김영옥,HANM363-00,0,-,2,-,1,-,1,-,0,2,0,-,4,40 + 2
900,문과대학,0143,한문,0159,9,13,HANM365,00, 한문산문의세계,박경남,HANM365-00,0,-,5,-,2,-,4,-,0,2,0,-,11,40 + 2
901,문과대학,0143,한문,0159,10,13,HANM369,00, 한문학과자연과학,오보라,HANM369-00,2,-,9,-,8,-,7,-,0,1,0,-,26,25 + 1
902,문과대학,0143,한문,0159,11,13,HANM457,00, 한문고전의정리와번역,권진옥,HANM457-00,0,-,1,-,2,-,4,-,0,2,0,-,7,40 + 2
903,문과대학,0143,한문,0159,12,13,HANM461,00, 한국한문학작가론,신향림,HANM461-00,1,-,15,-,15,-,10,-,0,2,0,-,41,40 + 2
904,문과대학,0143,한문,0159,13,13,HANM483,00, 한문교과논리및논술,김진경,HANM483-00,1,-,11,-,2,-,3,-,0,2,0,-,17,40 + 2
905,미디어학부,5256,미디어,5257,1,36,JMCO203,01, 미디어학입문,정세훈,JMCO203-01,4,55,5,5,1,0,0,0,0,0,0,-,10,60 + 0
906,미디어학부,5256,미디어,5257,2,36,JMCO203,02, 미디어학입문,정세훈,JMCO203-02,5,55,9,5,0,0,0,0,0,0,0,-,14,60 + 0
907,미디어학부,5256,미디어,5257,3,36,JMCO203,03, 미디어학입문(영강),이명선,JMCO203-03,0,10,10,30,26,30,25,20,10,13,0,-,71,90 + 13
908,미디어학부,5256,미디어,5257,4,36,JMCO240,00, PR의이해,정원준,JMCO240-00,13,3,51,30,30,20,17,13,3,3,0,-,114,66 + 3
909,미디어학부,5256,미디어,5257,5,36,JMCO247,01, 창의적미디어기획과표현,마동훈,JMCO247-01,5,55,15,20,7,15,5,10,0,0,0,-,32,100 + 0
910,미디어학부,5256,미디어,5257,6,36,JMCO247,02, 창의적미디어기획과표현,마동훈,JMCO247-02,7,55,17,20,5,15,2,10,0,0,0,-,31,100 + 0
911,미디어학부,5256,미디어,5257,7,36,JMCO248,00, 미디어데이터사이언스입문,백현미,JMCO248-00,9,70,3,10,2,0,0,0,0,0,0,-,14,80 + 0
912,미디어학부,5256,미디어,5257,8,36,JMCO253,00, 저널리즘의이해,심재철,JMCO253-00,0,3,2,9,2,10,1,9,0,1,0,-,5,31 + 1
913,미디어학부,5256,미디어,5257,9,36,JMCO255,00, 미디어와정치(영강),민영,JMCO255-00,1,0,17,17,8,14,7,8,14,5,0,-,47,39 + 5
914,미디어학부,5256,미디어,5257,10,36,JMCO257,00, 한국의문화와미디어(영강),박지훈,JMCO257-00,1,0,4,10,10,5,5,5,78,3,0,-,98,20 + 3
915,미디어학부,5256,미디어,5257,11,36,JMCO262,00, 미디어와젠더(영강),김수미,JMCO262-00,4,3,18,19,18,20,11,20,50,9,0,-,101,62 + 9
916,미디어학부,5256,미디어,5257,12,36,JMCO268,00, 소비자의이해(영강),최세정,JMCO268-00,0,0,22,13,34,17,22,18,10,7,0,-,88,48 + 7
917,미디어학부,5256,미디어,5257,13,36,JMCO272,00, 방송론(영강),이헌율,JMCO272-00,2,0,13,20,22,20,15,15,14,8,0,-,66,55 + 8
918,미디어학부,5256,미디어,5257,14,36,JMCO273,00, 영화론(영강),노광우,JMCO273-00,4,0,38,25,44,25,17,15,42,9,0,-,145,65 + 9
919,미디어학부,5256,미디어,5257,15,36,JMCO275,01, 영상콘텐츠기초제작실습,이은택,JMCO275-01,0,0,21,8,17,9,5,8,0,0,0,-,43,25 + 0
920,미디어학부,5256,미디어,5257,16,36,JMCO275,02, 영상콘텐츠기초제작실습,정창영,JMCO275-02,2,0,23,9,19,10,8,11,0,0,0,-,52,30 + 0
921,미디어학부,5256,미디어,5257,17,36,JMCO277,01, 저널리즘글쓰기,,JMCO277-01,1,4,2,8,3,7,1,8,0,0,0,-,7,27 + 0
922,미디어학부,5256,미디어,5257,18,36,JMCO277,02, 저널리즘글쓰기,김학순,JMCO277-02,2,1,16,9,13,10,3,5,0,0,0,-,34,25 + 0
923,미디어학부,5256,미디어,5257,19,36,JMCO277,03, 저널리즘글쓰기,김학순,JMCO277-03,4,1,19,9,12,10,3,5,0,0,0,-,38,25 + 0
924,미디어학부,5256,미디어,5257,20,36,JMCO279,00, 애널리틱스프로그래밍,백현미,JMCO279-00,0,0,31,40,11,10,4,0,0,0,0,-,46,50 + 0
925,미디어학부,5256,미디어,5257,21,36,JMCO362,00, 미디어경영(영강),정윤혁,JMCO362-00,0,0,9,28,12,12,7,10,16,7,0,-,44,50 + 7
926,미디어학부,5256,미디어,5257,22,36,JMCO375,00, 광고미디어전략과기획,남우현,JMCO375-00,0,0,13,15,21,20,14,12,0,2,0,-,48,47 + 2
927,미디어학부,5256,미디어,5257,23,36,JMCO379,00, 미디어산업과융합,김선미,JMCO379-00,0,0,21,20,22,25,16,15,5,3,0,-,64,60 + 3
928,미디어학부,5256,미디어,5257,24,36,JMCO384,00, 미디어제작기획,임철희,JMCO384-00,1,0,12,10,18,10,7,10,0,0,0,-,38,30 + 0
929,미디어학부,5256,미디어,5257,25,36,JMCO385,00, 미디어비평(영강),김형신,JMCO385-00,1,0,6,10,14,22,3,15,16,7,0,-,40,47 + 7
930,미디어학부,5256,미디어,5257,26,36,JMCO387,00, 영상이론(영강),김형신,JMCO387-00,1,0,24,25,21,25,10,15,28,9,0,-,84,65 + 9
931,미디어학부,5256,미디어,5257,27,36,JMCO389,00, 포토에세이,김승현,JMCO389-00,1,0,12,8,18,9,13,8,0,0,0,-,44,25 + 0
932,미디어학부,5256,미디어,5257,28,36,JMCO395,00, 드라마프로덕션,이용석,JMCO395-00,0,0,1,5,5,10,7,5,0,0,0,-,13,20 + 0
933,미디어학부,5256,미디어,5257,29,36,JMCO396,00, 빅데이터분석과미디어,김형지,JMCO396-00,2,0,24,15,14,15,1,10,0,2,0,-,41,40 + 2
934,미디어학부,5256,미디어,5257,30,36,JMCO414,00, 미디어연구방법,최현철,JMCO414-00,0,0,28,13,17,13,4,10,0,1,0,-,49,36 + 1
935,미디어학부,5256,미디어,5257,31,36,JMCO444,00, 미디어법과윤리,,JMCO444-00,0,0,5,15,21,15,14,20,2,2,0,-,42,50 + 2
936,미디어학부,5256,미디어,5257,32,36,JMCO452,00, 미디어정책,김정현,JMCO452-00,0,0,3,8,14,11,7,21,1,2,0,-,25,40 + 2
937,미디어학부,5256,미디어,5257,33,36,JMCO453,00, 탐사기획보도,박재영,JMCO453-00,0,0,6,10,8,10,5,10,0,0,0,-,19,30 + 0
938,미디어학부,5256,미디어,5257,34,36,JMCO457,00, 미디어제작워크샵Ⅱ,안수영,JMCO457-00,0,0,6,8,17,12,10,10,0,0,0,-,33,30 + 0
939,미디어학부,5256,미디어,5257,35,36,JMCO461,00, 미디어·커뮤니케이션특강Ⅰ(영강),,JMCO461-00,4,0,33,25,26,35,5,15,3,11,0,-,71,75 + 11
940,미디어학부,5256,미디어,5257,36,36,JMCO462,00, 미디어·커뮤니케이션특강Ⅱ(영강),Hee Sun Park,JMCO462-00,1,0,4,0,21,20,21,15,3,5,0,-,50,35 + 5
941,보건과학대학,4669,물리치료,4672,1,3,KHPH237,00, 기능해부학(영강),김형동,KHPH237-00,0,-,0,-,0,-,0,-,0,0,0,-,0,1 + 0
942,보건과학대학,4669,물리치료,4672,2,3,KHPH333,00, 신경계물리치료(영강),"김준선,정은동",KHPH333-00,0,-,0,-,0,-,0,-,0,0,0,-,0,1 + 0
943,보건과학대학,4669,물리치료,4672,3,3,KHPH334,00, 생체역학(영강),김형동,KHPH334-00,0,-,0,-,0,-,0,-,0,0,0,-,0,1 + 0
944,보건과학대학,4669,바시의,5694,1,18,BSMS201,00, 의생명과학개론,"박재용,박제원 안준용,김성은 임영희,김영순 서형주,김인환 김희남,홍성회 신민정,이하나",BSMS201-00,0,0,61,60,0,0,0,0,0,0,0,-,61,60 + 0
945,보건과학대학,4669,바시의,5694,2,18,BSMS203,00, 의생명과학실험I(영강),박제원,BSMS203-00,0,-,8,-,12,-,12,-,0,2,0,-,32,18 + 2
946,보건과학대학,4669,바시의,5694,3,18,BSMS205,00, 유전학(영강),안준용,BSMS205-00,3,-,44,-,9,-,1,-,2,10,0,-,59,70 + 10
947,보건과학대학,4669,바시의,5694,4,18,BSMS207,00, 미생물학(영강),이하나,BSMS207-00,1,-,53,-,32,-,7,-,3,8,0,-,96,57 + 8
948,보건과학대학,4669,바시의,5694,5,18,BSMS211,00, 분자생물학,,BSMS211-00,1,-,46,-,23,-,7,-,0,2,0,-,77,58 + 2
949,보건과학대학,4669,바시의,5694,6,18,BSMS301,00, 면역학,임영희,BSMS301-00,0,-,18,-,16,-,12,-,1,2,0,-,47,58 + 2
950,보건과학대학,4669,바시의,5694,7,18,BSMS303,00, 인간발생학,최승철,BSMS303-00,1,-,2,-,9,-,9,-,0,2,0,-,21,58 + 2
951,보건과학대학,4669,바시의,5694,8,18,BSMS305,00, 줄기세포생물학(영강),홍성회,BSMS305-00,0,-,7,-,19,-,10,-,2,7,0,-,38,53 + 7
952,보건과학대학,4669,바시의,5694,9,18,BSMS311,00, 효소공학,서형주,BSMS311-00,0,-,11,-,11,-,10,-,0,2,0,-,32,58 + 2
953,보건과학대학,4669,바시의,5694,10,18,BSMS315,00, 조리원리(영강),채선희,BSMS315-00,2,-,5,-,7,-,8,-,1,7,0,-,23,53 + 7
954,보건과학대학,4669,바시의,5694,11,18,BSMS319,00, 식품학I,김인환,BSMS319-00,0,-,6,-,22,-,11,-,0,2,0,-,39,58 + 2
955,보건과학대학,4669,바시의,5694,12,18,BSMS323,00, 미생물병리학(영강),김희남,BSMS323-00,0,-,11,-,22,-,17,-,6,7,0,-,56,53 + 7
956,보건과학대학,4669,바시의,5694,13,18,BSMS403,00, 신경과학(영강),박재용,BSMS403-00,0,0,0,0,11,26,7,27,7,7,0,-,25,53 + 7
957,보건과학대학,4669,바시의,5694,14,18,BSMS407,00, 식품재료학,윤성원,BSMS407-00,0,-,4,-,13,-,9,-,0,2,0,-,26,58 + 2
958,보건과학대학,4669,바시의,5694,15,18,BSMS409,00, 생물소재저장학,조경애,BSMS409-00,0,-,3,-,9,-,7,-,0,2,0,-,19,58 + 2
959,보건과학대학,4669,바시의,5694,16,18,BSMS415,00, 식문화및스타일링,김영순,BSMS415-00,0,-,2,-,5,-,8,-,0,0,0,-,15,19 + 0
960,보건과학대학,4669,바시의,5694,17,18,BSMS419,00, 인체정보학(영강),박제원,BSMS419-00,0,0,0,0,22,20,8,20,0,0,0,-,30,40 + 0
961,보건과학대학,4669,바시의,5694,18,18,BSMS421,00, 대사체학(영강),김성은,BSMS421-00,0,-,4,-,18,-,14,-,0,9,0,-,36,60 + 9
962,보건과학대학,4669,바의공,5693,1,22,BMED205,01, 공학수학I(영강),최영운,BMED205-01,12,3,69,72,6,5,5,6,0,12,0,-,92,86 + 12
963,보건과학대학,4669,바의공,5693,2,22,BMED211,01, 생체역학(영강),김법민,BMED211-01,2,2,36,30,8,12,5,3,1,7,0,-,52,47 + 7
964,보건과학대학,4669,바의공,5693,3,22,BMED215,01, 해부학,전용혁,BMED215-01,8,1,64,36,10,10,8,10,0,2,0,-,90,57 + 2
965,보건과학대학,4669,바의공,5693,4,22,BMED217,01, 회로이론(영강),염정열,BMED217-01,11,2,71,63,11,7,14,7,0,11,0,-,107,79 + 11
966,보건과학대학,4669,바의공,5693,5,22,BMED219,01, 유기화학(영강),최연호,BMED219-01,8,1,55,21,9,2,17,2,2,3,0,-,91,26 + 3
967,보건과학대학,4669,바의공,5693,6,22,BMED223,01, 의공학프로그래밍(영강),,BMED223-01,8,-,64,-,18,-,17,-,4,12,0,-,111,83 + 12
968,보건과학대학,4669,바의공,5693,7,22,BMED301,01, 생화학,,BMED301-01,0,0,10,4,20,58,15,5,0,3,0,-,45,67 + 3
969,보건과학대학,4669,바의공,5693,8,22,BMED303,01, 분자생물학,윤대성,BMED303-01,0,0,12,5,39,35,12,8,0,2,0,-,63,48 + 2
970,보건과학대학,4669,바의공,5693,9,22,BMED307,01, 생체전달시스템(영강),정아람,BMED307-01,1,0,7,0,33,21,15,5,1,3,0,-,57,26 + 3
971,보건과학대학,4669,바의공,5693,10,22,BMED309,01, 의료영상,성준경,BMED309-01,0,0,10,6,45,42,8,10,0,2,0,-,63,58 + 2
972,보건과학대학,4669,바의공,5693,11,22,BMED313,01, 생체재료(영강),고영학,BMED313-01,0,0,17,4,48,49,21,6,4,8,0,-,90,59 + 8
973,보건과학대학,4669,바의공,5693,12,22,BMED323,01, 의공학실험Ⅰ,천홍구,BMED323-01,0,-,6,-,18,-,3,-,0,0,0,-,27,15 + 0
974,보건과학대학,4669,바의공,5693,13,22,BMED323,02, 의공학실험Ⅰ,천홍구,BMED323-02,0,-,9,-,10,-,3,-,0,0,0,-,22,15 + 0
975,보건과학대학,4669,바의공,5693,14,22,BMED325,01, 생체데이터과학,김혜련,BMED325-01,0,0,1,5,12,42,15,5,0,2,0,-,28,52 + 2
976,보건과학대학,4669,바의공,5693,15,22,BMED403,01, 바이오포토닉스(영강),김법민,BMED403-01,0,0,0,0,4,9,14,35,2,6,0,-,20,44 + 6
977,보건과학대학,4669,바의공,5693,16,22,BMED419,00, 생체적합성,전옥희,BMED419-00,0,0,1,0,28,9,23,30,0,1,0,-,52,39 + 1
978,보건과학대학,4669,바의공,5693,17,22,BMED423,01, 현대방사선치료학,윤명근,BMED423-01,0,0,0,0,0,0,26,39,0,1,0,-,26,39 + 1
979,보건과학대학,4669,바의공,5693,18,22,BMED425,01, 의공학실험Ⅲ(영강),"최영운,염정열",BMED425-01,0,-,5,-,30,-,18,-,1,2,0,-,54,19 + 2
980,보건과학대학,4669,바의공,5693,19,22,BMED425,02, 의공학실험Ⅲ(영강),"최영운,염정열",BMED425-02,0,-,4,-,26,-,19,-,0,2,0,-,49,19 + 2
981,보건과학대학,4669,바의공,5693,20,22,BMED429,01, 바이오마이크로나노기기(영강),천홍구,BMED429-01,0,0,0,0,8,2,19,19,4,3,0,-,31,21 + 3
982,보건과학대학,4669,바의공,5693,21,22,BMED431,01, 의공학특강Ⅰ(영강),윤대성,BMED431-01,0,0,29,0,48,9,23,70,2,11,0,-,102,79 + 11
983,보건과학대학,4669,바의공,5693,22,22,BMED433,01, 의공학프로젝트:캡스톤디자인I(영강),,BMED433-01,0,0,0,0,2,9,8,35,0,6,0,-,10,44 + 6
984,보건과학대학,4669,방사선,4671,1,2,KHRS312,00, 방사선안전관리학(영강),김기현,KHRS312-00,0,-,0,-,0,-,1,-,0,1,0,-,1,8 + 1
985,보건과학대학,4669,방사선,4671,2,2,KHRS408,00, 방사선과학세미나,최윤석,KHRS408-00,0,-,0,-,0,-,1,-,0,1,0,-,1,29 + 1
986,보건과학대학,4669,보정관,5696,1,20,KHPM201,00, 보건정책관리학개론,"오하나,김진호 김록리,이현실 이태노,이준협 최만규,이종태 정혜주,김혜영 김승섭,손민성",KHPM201-00,4,-,71,-,39,-,21,-,0,5,0,-,135,110 + 5
987,보건과학대학,4669,보정관,5696,2,20,KHPM203,00, 보건통계학개론,김혜영,KHPM203-00,2,-,14,-,40,-,27,-,0,1,0,-,83,29 + 1
988,보건과학대학,4669,보정관,5696,3,20,KHPM205,00, 법과보건정책관리,소재진,KHPM205-00,1,-,57,-,25,-,10,-,1,3,0,-,94,77 + 3
989,보건과학대학,4669,보정관,5696,4,20,KHPM213,00, 보건의료조직관리론,최만규,KHPM213-00,3,15,70,60,40,15,23,15,0,5,0,-,136,105 + 5
990,보건과학대학,4669,보정관,5696,5,20,KHPM215,00, 보건의료정보관리학,이현실,KHPM215-00,0,-,14,-,51,-,28,-,0,3,0,-,93,67 + 3
991,보건과학대학,4669,보정관,5696,6,20,KHPM223,00, 보건의료전산학,이태노,KHPM223-00,0,-,1,-,15,-,4,-,0,2,0,-,20,58 + 2
992,보건과학대학,4669,보정관,5696,7,20,KHPM303,00, 사회역학개론(영강),김승섭,KHPM303-00,0,-,3,-,11,-,8,-,0,3,0,-,22,26 + 3
993,보건과학대학,4669,보정관,5696,8,20,KHPM307,00, 보건정책학,정혜주,KHPM307-00,1,-,20,-,37,-,12,-,1,3,0,-,71,77 + 3
994,보건과학대학,4669,보정관,5696,9,20,KHPM309,00, 보건경제학,이준협,KHPM309-00,0,-,2,-,12,-,9,-,0,3,0,-,23,77 + 3
995,보건과학대학,4669,보정관,5696,10,20,KHPM311,00, 의료재무관리,김재원,KHPM311-00,2,-,10,-,31,-,19,-,0,3,0,-,62,77 + 3
996,보건과학대학,4669,보정관,5696,11,20,KHPM313,00, 보건의료서비스질관리,이현실,KHPM313-00,0,-,10,-,28,-,26,-,0,1,0,-,64,28 + 1
997,보건과학대학,4669,보정관,5696,12,20,KHPM319,00, 건강증진학(영강),오하나,KHPM319-00,1,-,19,-,34,-,9,-,4,7,0,-,67,51 + 7
998,보건과학대학,4669,보정관,5696,13,20,KHPM401,00, 보건정책관리실습,황지은,KHPM401-00,0,-,0,-,2,-,3,-,0,1,0,-,5,29 + 1
999,보건과학대학,4669,보정관,5696,14,20,KHPM403,00, 역학과정책(영강),이종태,KHPM403-00,0,-,1,-,7,-,11,-,2,7,0,-,21,53 + 7
1000,보건과학대학,4669,보정관,5696,15,20,KHPM407,00, 국제보건론(영강),김록리,KHPM407-00,0,-,5,-,13,-,6,-,0,10,0,-,24,70 + 10
1001,보건과학대학,4669,보정관,5696,16,20,KHPM409,00, 헬스커뮤니케이션,김진성,KHPM409-00,1,-,17,-,38,-,19,-,0,1,0,-,75,39 + 1
1002,보건과학대학,4669,보정관,5696,17,20,KHPM411,00, 보건의료마케팅론(영강),CHOI MYUNG SUK,KHPM411-00,0,-,6,-,17,-,4,-,2,10,0,-,29,70 + 10
1003,보건과학대학,4669,보정관,5696,18,20,KHPM413,00, 유헬스케어,이태노,KHPM413-00,0,-,9,-,8,-,3,-,0,3,0,-,20,70 + 3
1004,보건과학대학,4669,보정관,5696,19,20,KHPM421,00, 보건프로그램계획및평가,허현희,KHPM421-00,0,-,8,-,8,-,6,-,0,3,0,-,22,67 + 3
1005,보건과학대학,4669,보정관,5696,20,20,KHPM423,00, 보건정책분석및평가,우창빈,KHPM423-00,0,-,0,-,11,-,14,-,0,1,0,-,25,34 + 1
1006,보건과학대학,4669,보환융,5695,1,24,KHES211,00, 보건환경독성학,최달웅,KHES211-00,2,-,12,-,11,-,2,-,0,4,0,-,27,86 + 4
1007,보건과학대학,4669,보환융,5695,2,24,KHES213,00, 산업보건학,양홍석,KHES213-00,2,-,4,-,21,-,12,-,0,4,0,-,39,86 + 4
1008,보건과학대학,4669,보환융,5695,3,24,KHES215,00, 환경보건학,문경환,KHES215-00,5,-,57,-,33,-,14,-,0,4,0,-,109,98 + 4
1009,보건과학대학,4669,보환융,5695,4,24,KHES221,00, 보건환경생화학,김성욱,KHES221-00,5,-,60,-,13,-,5,-,0,4,0,-,83,86 + 4
1010,보건과학대학,4669,보환융,5695,5,24,KHES225,00, 진단화학및실험,김진관,KHES225-00,0,-,2,-,2,-,5,-,0,1,0,-,9,39 + 1
1011,보건과학대학,4669,보환융,5695,6,24,KHES227,00, 방사선과학,김정민,KHES227-00,6,-,75,-,24,-,7,-,0,4,0,-,112,98 + 4
